LAMMPS data file via write_data, version 23 Jun 2022, timestep = 2500000

650 atoms
4 atom types
432 bonds
1 bond types
216 angles
1 angle types

0.12622048752526993 18.473779512474515 xlo xhi
0.12622048752526993 18.473779512474515 ylo yhi
0.12622048752526993 18.473779512474515 zlo zhi

Masses

1 15.9994
2 1.008
3 22.9898
4 35.453

Pair Coeffs # lj/charmm/coul/long

1 0.1521 3.1507 0.1521 3.1507
2 0.046 0.4 0.046 0.4
3 0.352642 2.15954 0.352642 2.15954
4 0.012785 4.83045 0.012785 4.83045

Bond Coeffs # harmonic

1 450 0.9572

Angle Coeffs # harmonic

1 55 104.52

Atoms # full

261 87 2 0.417 2.0937879035498637 2.3017036953428858 1.2219287339989582 3 0 -3
600 200 2 0.417 8.798457344866094 3.342044142331303 0.7159155762232604 -3 -1 -4
387 129 2 0.417 4.1682986174195555 1.8104380268739606 0.7846438700164072 -7 8 0
386 129 2 0.417 5.424230681069293 1.006144721944245 1.0447256583184563 -7 8 0
337 113 1 -0.834 3.5005321901844653 3.557751048533614 0.7759272456972637 4 2 0
244 82 1 -0.834 1.4040941144959134 5.588424426008664 4.256566224094007 3 -5 1
62 21 2 0.417 0.8494734772973641 3.8727613767137985 3.834104317894308 -5 5 2
102 34 2 0.417 2.5322281683530274 0.2976021075172759 3.2439681358422057 2 2 4
366 122 2 0.417 8.160825623909624 8.517615798810912 3.5473611940966614 -6 -2 -4
132 44 2 0.417 5.06456194714303 9.131641586744674 0.25470696091620904 -5 5 1
338 113 2 0.417 4.182656410652924 3.9789965207982116 0.2529627662872088 4 2 0
470 157 2 0.417 2.725599444475445 8.918228249669065 0.9578076848957473 0 1 1
565 189 1 -0.834 4.980123784889015 6.4168074933217945 2.2436270381449157 6 -4 -1
482 161 2 0.417 4.21309318053697 2.6935034853894475 2.8901285552501297 -6 1 4
245 82 2 0.417 1.0956908060704567 6.48949461482874 4.160690010029789 3 -5 1
94 32 1 -0.834 1.8288867009458796 5.875454920066072 0.40928327163612865 1 -2 -2
87 29 2 0.417 6.03250262530011 4.10496113329094 3.6357803608331936 0 -3 7
339 113 2 0.417 2.733236221689641 4.119531842478734 0.6668785897607148 4 2 0
246 82 2 0.417 2.335857188202613 5.673875128933503 4.458428028142969 3 -5 1
259 87 1 -0.834 1.6320037009311943 1.6135228399053478 1.7008803562641013 3 0 -3
463 155 1 -0.834 7.620051028998501 5.504358951402399 1.2757603659697256 -2 -1 -5
471 157 2 0.417 1.3311000610261043 8.671514282254337 1.492970703335072 0 1 1
481 161 1 -0.834 4.907137674857738 2.582402653317111 3.539890660716027 -6 1 4
172 58 1 -0.834 7.112447918652188 1.3914772903572195 1.9691840139132706 3 -3 -3
86 29 2 0.417 7.2990835939240055 4.462152050864445 2.8873937275928716 0 -3 7
483 161 2 0.417 5.631932060689458 2.191023388068209 3.0523177461667603 -6 1 4
464 155 2 0.417 6.683570519519307 5.672208940114618 1.170580271106784 -2 -1 -5
364 122 1 -0.834 8.878380364894877 8.348609415193812 4.157921634132454 -6 -2 -4
174 58 2 0.417 7.867012099924868 1.0017012530676028 2.4107037580433004 3 -3 -3
465 155 2 0.417 8.046595878912553 6.2277887100953295 0.8164774433974387 -2 -1 -5
96 32 2 0.417 1.2525411120854522 6.427377450924417 0.9379044101624724 1 -2 -2
130 44 1 -0.834 4.469869899433986 8.389293597215454 0.14750200093037683 -5 5 1
365 122 2 0.417 8.992783238909821 9.174382473846263 4.62828644415975 -6 -2 -4
1 1 1 -0.834 6.379550487597818 9.053660018736844 2.346924607352224 -2 -9 0
173 58 2 0.417 7.359115941096425 1.4109340505004317 1.0445173499330394 3 -3 -3
569 190 2 0.417 4.473213915909049 5.899687893541851 3.975756978712794 2 1 10
566 189 2 0.417 4.588608882620555 6.961794121970862 1.5610307171955038 6 -4 -1
567 189 2 0.417 5.567787561446734 7.007526547037996 2.7147260968110114 6 -4 -1
260 87 2 0.417 1.1116701127357123 2.0827551601312457 2.3530352391763585 3 0 -3
85 29 1 -0.834 6.92588293865509 4.422196288362203 3.7679371575004197 0 -3 7
61 21 1 -0.834 0.23321877582182582 3.2062532633821887 3.530411485172822 -5 5 2
385 129 1 -0.834 4.5547789247583435 0.9452957774129918 0.6490198575761743 -7 8 0
304 102 1 -0.834 9.220759471497157 7.543093087483258 0.2665321056810831 0 4 -1
469 157 1 -0.834 1.8451439511151662 9.293238321925514 0.9777519751129774 0 1 1
2 1 2 0.417 6.708100258652385 9.241218845132163 1.4676584877714163 -2 -9 0
372 124 2 0.417 7.093936522597464 2.5070469772469766 4.661622816122379 -8 9 2
306 102 2 0.417 8.531121942236076 8.204335012828581 0.32476712610961606 0 4 -1
340 114 1 -0.834 3.452155380713968 2.2005876210432787 5.824400994924879 5 2 3
451 151 1 -0.834 3.276275193502704 8.85627641988188 5.457434114980711 4 1 3
147 49 2 0.417 1.5379661731357952 4.790993987771858 8.647062238189967 5 7 7
65 22 2 0.417 7.451314480636188 6.148257532759601 6.807700797884385 -1 3 -1
538 180 1 -0.834 4.704619474785068 6.082003464194064 7.663960860043572 5 -3 4
466 156 1 -0.834 9.284599935469132 8.257711098803075 7.8187655922545645 9 -3 -7
596 199 2 0.417 6.818591716775823 0.3478302500617385 4.796538721670479 2 1 -3
109 37 1 -0.834 7.796230015923338 2.507011400116392 8.219543646626136 -1 -7 2
289 97 1 -0.834 0.5910289750107125 8.198718201596717 5.081787624566565 6 4 0
49 17 1 -0.834 3.445096841761758 0.860568182698284 8.669078542236157 -9 0 -1
568 190 1 -0.834 4.064029619243175 5.823962395774317 4.837769755817939 2 1 10
231 77 2 0.417 1.2056553858331642 4.4951089244155495 5.8307698356683595 2 0 -6
341 114 2 0.417 3.94881078117502 2.0556768996259316 5.0190647987906285 5 2 3
66 22 2 0.417 7.749698596059354 5.272638613500135 5.609304510493819 -1 3 -1
60 20 2 0.417 6.599877711620081 8.566050751071984 6.052317921386599 0 0 -1
230 77 2 0.417 2.2552389303481473 3.498407896492473 6.274455376815534 2 0 -6
452 151 2 0.417 3.7447635422248498 8.098805931250375 5.808131977465835 4 1 3
370 124 1 -0.834 7.63367391194692 1.8851238069441247 5.14960561711791 -8 9 2
539 180 2 0.417 4.15109200581534 6.682681844193048 8.162984862281956 5 -3 4
346 116 1 -0.834 0.3920358588747751 7.606299211672791 8.874847922257075 -2 7 2
59 20 2 0.417 7.596089165240175 8.181784530126485 7.1255361859324005 0 0 -1
133 45 1 -0.834 5.1929727540397925 3.002268769908828 7.750011003699897 -2 1 1
135 45 2 0.417 5.223900346448886 3.9158340672884626 8.034042672602096 -2 1 1
58 20 1 -0.834 6.844127672408477 7.848014033569491 6.636267848778656 0 0 -1
389 130 2 0.417 0.1519031065134986 3.3445794135754694 7.884810886708747 -1 -7 -6
290 97 2 0.417 1.448786245895878 8.483083224136903 5.397415552866549 6 4 0
540 180 2 0.417 5.447019476679692 6.616994840427469 7.383143330820381 5 -3 4
