LAMMPS data file via write_data, version 23 Jun 2022, timestep = 2500000

650 atoms
4 atom types
432 bonds
1 bond types
216 angles
1 angle types

0.12622048752526993 18.473779512474515 xlo xhi
0.12622048752526993 18.473779512474515 ylo yhi
0.12622048752526993 18.473779512474515 zlo zhi

Masses

1 15.9994
2 1.008
3 22.9898
4 35.453

Pair Coeffs # lj/charmm/coul/long

1 0.1521 3.1507 0.1521 3.1507
2 0.046 0.4 0.046 0.4
3 0.352642 2.15954 0.352642 2.15954
4 0.012785 4.83045 0.012785 4.83045

Bond Coeffs # harmonic

1 450 0.9572

Angle Coeffs # harmonic

1 55 104.52

Atoms # full

198 66 2 0.417 7.840099967942661 6.707723677480979 0.305987210362611 -3 6 3
47 16 2 0.417 6.680162396085203 2.8663171589738203 0.9446160617916186 -2 2 -2
341 114 2 0.417 7.897158242530985 4.7366295234849805 3.0913998570181946 4 8 2
287 96 2 0.417 0.9834167461305392 4.715126907967421 3.1299912355662403 -6 -4 -6
48 16 2 0.417 6.078390623528638 3.818407140429795 1.956194311672288 -2 2 -2
418 140 1 -0.834 3.7529475408228326 1.5996576820933512 1.240284687522429 7 6 -1
143 48 2 0.417 1.9082209326831534 7.506477124748449 4.376676745190415 1 5 -4
555 185 2 0.417 4.611732134053394 0.7372736711472115 3.9495809058367595 4 1 -1
106 36 1 -0.834 0.5096933492569923 2.224028323053989 0.9363170839136798 2 3 0
316 106 1 -0.834 4.0828137313517265 3.615671820529384 4.449383012265993 0 7 4
553 185 1 -0.834 5.318771984669668 1.2204841745639277 3.5219896853180517 4 1 -1
317 106 2 0.417 4.598402651462288 2.8366267692507714 4.657922574220481 0 7 4
264 88 2 0.417 2.87605570902053 8.784583932101697 2.824083593655235 -4 6 -4
286 96 1 -0.834 1.5811132712031088 4.00216508449908 2.9048775300932257 -6 -4 -6
33 11 2 0.417 1.8996171389428742 5.4715994782412105 0.5848147445746656 -1 -2 2
456 152 2 0.417 4.127921736544422 5.561326880367688 1.7199065358070023 3 2 -4
398 133 2 0.417 6.32477310708082 7.864732843844988 2.1936795637179958 -1 -5 -7
455 152 2 0.417 4.249729435813368 4.955784679993093 3.102070335219268 3 2 -4
419 140 2 0.417 3.3923953450374595 2.483220570179551 1.314793572775991 7 6 -1
64 22 1 -0.834 8.559046473811781 1.6978058564392202 3.1127134975685777 7 -4 2
66 22 2 0.417 7.954873304129141 2.3065069190468206 2.687637387466893 7 -4 2
288 96 2 0.417 1.4086405742799037 3.3278881813440293 3.562019670509168 -6 -4 -6
454 152 1 -0.834 4.762669210367712 5.376708978646248 2.412180842527861 3 2 -4
463 155 1 -0.834 6.445564987230054 8.851756157224312 3.990696781395686 6 -1 -1
46 16 1 -0.834 6.905906992034882 3.412943374358136 1.6972587527775391 -2 2 -2
397 133 1 -0.834 6.74208210154916 7.114916123922467 1.769580463499659 -1 -5 -7
32 11 2 0.417 0.47380964053523134 5.90188092953248 0.3131053101037374 -1 -2 2
420 140 2 0.417 3.456191881016806 1.2907599199441009 0.3842760617054742 7 6 -1
342 114 2 0.417 8.277514493757085 6.095083268205259 2.5420113678781395 4 8 2
108 36 2 0.417 0.8767332999599267 2.93197637123438 1.4657728504529846 2 3 0
31 11 1 -0.834 1.2258894184061386 6.086115252003429 0.8758364393200578 -1 -2 2
399 133 2 0.417 6.16724723150516 6.375933169403689 1.9688321563510074 -1 -5 -7
554 185 2 0.417 5.041191297070962 1.2940292102428306 2.608878407274282 4 1 -1
340 114 1 -0.834 8.507075235790465 5.462558225881185 3.2227799879779027 4 8 2
563 188 2 0.417 1.5134490280325956 7.929188926279084 0.9267023005271876 -3 12 1
562 188 1 -0.834 1.5325910574059283 8.83965210927381 0.6318762182163841 -3 12 1
65 22 2 0.417 9.174326864284922 2.2599229428963126 3.583549317307933 7 -4 2
262 88 1 -0.834 2.32646245018438 9.144696321843258 3.520142660134724 -4 6 -4
266 89 2 0.417 0.2481743355600096 0.8258318931538513 3.867393335424042 2 2 -3
265 89 1 -0.834 0.20983177997277971 0.4935871581415855 2.9705236722274213 2 2 -3
107 36 2 0.417 0.5493031458768262 1.4544046957872676 1.50406942013012 2 3 0
131 44 2 0.417 7.762737720968176 0.2806481545208861 1.8659959905120471 -8 -6 -1
465 155 2 0.417 5.690333015190914 8.481468308148225 4.447582185378645 6 -1 -1
144 48 2 0.417 1.0816346807554904 6.239665740034586 4.438638607535832 1 5 -4
564 188 2 0.417 0.6800056887233513 9.192384553256156 0.886651130859156 -3 12 1
531 177 2 0.417 0.2713237517530277 6.311507222516384 2.3916177149937643 3 1 -2
464 155 2 0.417 7.200155656902711 8.401609095124543 4.3704245626443985 6 -1 -1
318 106 2 0.417 3.1882697877587414 3.3857963117716143 4.700739814377381 0 7 4
227 76 2 0.417 2.9593855343918416 8.99659424188847 8.757125507213408 -6 8 4
184 62 1 -0.834 2.0475974933641288 5.473699047762147 7.318527930225472 -2 7 2
319 107 1 -0.834 5.352993514978208 1.7978453739294 6.780744605834985 6 1 0
291 97 2 0.417 8.090028054487528 6.176833422245764 8.762111117331234 2 6 -4
183 61 2 0.417 8.733548731352908 3.94941580651333 7.340658332727377 6 2 0
86 29 2 0.417 4.593050269725222 7.163685553952717 6.173605291235891 -4 -1 2
320 107 2 0.417 5.755903777318998 2.663068969744918 6.853431644269068 6 1 0
85 29 1 -0.834 4.585299764982025 7.326564403599943 5.230396768137126 -4 -1 2
294 98 2 0.417 4.163260263494092 6.103660810913824 8.281687466732544 4 -1 1
185 62 2 0.417 2.1598288435789588 5.3941344969190865 6.371265799210153 -2 7 2
49 17 1 -0.834 8.110482041766263 0.690712512870933 6.816122495733693 6 3 6
182 61 2 0.417 8.009110667943453 4.131201739347776 6.023829359021879 6 2 0
178 60 1 -0.834 3.0310981387714517 3.491868322343079 8.980511412825162 5 6 5
292 98 1 -0.834 4.954076045175423 6.54797610916507 7.976030072326862 4 -1 1
181 61 1 -0.834 8.66622368829195 3.5867246737459757 6.457394889437656 6 2 0
51 17 2 0.417 7.916205450103709 0.596167602960783 7.748618994467066 6 3 6
154 52 1 -0.834 8.275492334672487 7.221937718881643 5.320133073595333 -3 -6 -3
226 76 1 -0.834 3.9065164604766895 9.132709631444511 8.78257600153034 -6 8 4
179 60 2 0.417 2.8945405212690174 4.089934152019234 8.24573169526161 5 6 5
289 97 1 -0.834 8.021635350721537 6.740081697142638 7.991198420230801 2 6 -4
186 62 2 0.417 1.363991905724188 6.135281630701698 7.4244702758161 -2 7 2
413 138 2 0.417 1.894124075215295 0.25195575608470366 8.1786816166578 -1 0 0
142 48 1 -0.834 1.8908453183500282 6.63227276039604 4.766159788493461 1 5 -4
321 107 2 0.417 5.983887057321881 1.2806195691130309 6.280062299361512 6 1 0
337 113 1 -0.834 1.2136596556501849 9.231260713033963 8.18415508057236 -3 -3 -5
50 17 2 0.417 8.585737778000862 1.5191766543051866 6.7527897445666465 6 3 6
